geometry,label,date,tile_number,id,location_id,image_dir
"[[[36.795262, -1.195795], [36.795224, -1.242082], [36.841213, -1.242121], [36.84125, -1.195832], [36.795262, -1.195795]]]",0,2019-01-14,10,sen12floods_s2_labels_0010_2019_01_14,10,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0010_2019_01_14
"[[[36.795224, -1.242082], [36.795185, -1.28837], [36.841175, -1.28841], [36.841213, -1.242121], [36.795224, -1.242082]]]",0,2019-01-14,15,sen12floods_s2_labels_0015_2019_01_14,15,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0015_2019_01_14
"[[[36.749196, -1.288329], [36.749155, -1.334615], [36.795145, -1.334657], [36.795185, -1.28837], [36.749196, -1.288329]]]",0,2019-01-14,49,sen12floods_s2_labels_49_2019_01_14,49,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_49_2019_01_14
"[[[18.627334, -33.849575], [18.626057, -33.895713], [18.681385, -33.896767], [18.682633, -33.850628], [18.627334, -33.849575]]]",0,2019-01-14,4,sen12floods_s2_labels_0004_2019_01_14,4,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0004_2019_01_14
"[[[36.657223, -1.288246], [36.65718, -1.334529], [36.703167, -1.334573], [36.703209, -1.288288], [36.657223, -1.288246]]]",0,2019-01-14,45,sen12floods_s2_labels_45_2019_01_14,45,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_45_2019_01_14
"[[[36.657305, -1.19568], [36.657265, -1.241963], [36.70325, -1.242004], [36.703289, -1.195719], [36.657305, -1.19568]]]",0,2019-01-14,7,sen12floods_s2_labels_0007_2019_01_14,7,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0007_2019_01_14
"[[[36.749236, -1.242043], [36.749196, -1.288329], [36.795185, -1.28837], [36.795224, -1.242082], [36.749236, -1.242043]]]",0,2019-01-14,14,sen12floods_s2_labels_0014_2019_01_14,14,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0014_2019_01_14
"[[[18.572038, -33.848498], [18.570731, -33.894634], [18.626057, -33.895713], [18.627334, -33.849575], [18.572038, -33.848498]]]",0,2019-01-14,52,sen12floods_s2_labels_52_2019_01_14,52,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_52_2019_01_14
"[[[36.703209, -1.288288], [36.703167, -1.334573], [36.749155, -1.334615], [36.749196, -1.288329], [36.703209, -1.288288]]]",0,2019-01-14,18,sen12floods_s2_labels_0018_2019_01_14,18,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0018_2019_01_14
"[[[36.749275, -1.195757], [36.749236, -1.242043], [36.795224, -1.242082], [36.795262, -1.195795], [36.749275, -1.195757]]]",0,2019-01-14,9,sen12floods_s2_labels_0009_2019_01_14,9,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0009_2019_01_14
