geometry,label,date,tile_number,id,location_id,image_dir
"[[[36.801563, -17.829673], [36.802546, -17.875849], [36.850768, -17.874901], [36.849773, -17.828728], [36.801563, -17.829673]]]",1,2019-04-16,-91,sen12floods_s2_labels_0165_2019_04_16,165,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0165_2019_04_16
"[[[36.802546, -17.875849], [36.803531, -17.922025], [36.851766, -17.921075], [36.850768, -17.874901], [36.802546, -17.875849]]]",1,2019-04-16,-89,sen12floods_s2_labels_0167_2019_04_16,167,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0167_2019_04_16
"[[[36.75432, -17.876786], [36.755293, -17.922964], [36.803531, -17.922025], [36.802546, -17.875849], [36.75432, -17.876786]]]",1,2019-04-16,-90,sen12floods_s2_labels_0166_2019_04_16,166,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0166_2019_04_16
"[[[36.800584, -17.783497], [36.801563, -17.829673], [36.849773, -17.828728], [36.848782, -17.782554], [36.800584, -17.783497]]]",1,2019-04-16,-93,sen12floods_s2_labels_0163_2019_04_16,163,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0163_2019_04_16
"[[[36.752383, -17.784428], [36.75335, -17.830607], [36.801563, -17.829673], [36.800584, -17.783497], [36.752383, -17.784428]]]",1,2019-04-16,-94,sen12floods_s2_labels_0162_2019_04_16,162,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0162_2019_04_16
"[[[34.761321, -19.588609], [34.761825, -19.634857], [34.810635, -19.634372], [34.810117, -19.588125], [34.761321, -19.588609]]]",1,2019-04-16,-115,sen12floods_s2_labels_0141_2019_04_16,141,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0141_2019_04_16
"[[[34.810117, -19.588125], [34.810635, -19.634372], [34.859444, -19.633874], [34.858912, -19.587629], [34.810117, -19.588125]]]",1,2019-04-16,11,sen12floods_s2_labels_11_2019_04_16,11,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_11_2019_04_16
"[[[34.861048, -19.772609], [34.861586, -19.818853], [34.910449, -19.818337], [34.909898, -19.772094], [34.861048, -19.772609]]]",1,2019-04-16,-98,sen12floods_s2_labels_0158_2019_04_16,158,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0158_2019_04_16
"[[[36.75335, -17.830607], [36.75432, -17.876786], [36.802546, -17.875849], [36.801563, -17.829673], [36.75335, -17.830607]]]",1,2019-04-16,54,sen12floods_s2_labels_54_2019_04_16,54,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_54_2019_04_16
"[[[34.712523, -19.589079], [34.713013, -19.635328], [34.761825, -19.634857], [34.761321, -19.588609], [34.712523, -19.589079]]]",1,2019-04-16,-116,sen12floods_s2_labels_0140_2019_04_16,140,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0140_2019_04_16
"[[[34.811154, -19.680618], [34.811675, -19.726864], [34.860512, -19.726364], [34.859977, -19.680119], [34.811154, -19.680618]]]",1,2019-04-16,0,sen12floods_s2_labels_0_2019_04_16,0,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0_2019_04_16
"[[[36.799607, -17.73732], [36.800584, -17.783497], [36.848782, -17.782554], [36.847793, -17.73638], [36.799607, -17.73732]]]",1,2019-04-16,-95,sen12floods_s2_labels_0161_2019_04_16,161,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0161_2019_04_16
"[[[36.751419, -17.738249], [36.752383, -17.784428], [36.800584, -17.783497], [36.799607, -17.73732], [36.751419, -17.738249]]]",1,2019-04-16,-96,sen12floods_s2_labels_0160_2019_04_16,160,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0160_2019_04_16
"[[[34.811675, -19.726864], [34.812197, -19.77311], [34.861048, -19.772609], [34.860512, -19.726364], [34.811675, -19.726864]]]",1,2019-04-16,-101,sen12floods_s2_labels_0155_2019_04_16,155,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0155_2019_04_16
"[[[34.909347, -19.72585], [34.909898, -19.772094], [34.958745, -19.771565], [34.958181, -19.725323], [34.909347, -19.72585]]]",1,2019-04-16,-99,sen12floods_s2_labels_0157_2019_04_16,157,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0157_2019_04_16
"[[[34.761825, -19.634857], [34.76233, -19.681104], [34.811154, -19.680618], [34.810635, -19.634372], [34.761825, -19.634857]]]",1,2019-04-16,-110,sen12floods_s2_labels_0146_2019_04_16,146,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0146_2019_04_16
"[[[34.860512, -19.726364], [34.861048, -19.772609], [34.909898, -19.772094], [34.909347, -19.72585], [34.860512, -19.726364]]]",1,2019-04-16,-100,sen12floods_s2_labels_0156_2019_04_16,156,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0156_2019_04_16
"[[[34.909898, -19.772094], [34.910449, -19.818337], [34.959311, -19.817807], [34.958745, -19.771565], [34.909898, -19.772094]]]",1,2019-04-16,-97,sen12floods_s2_labels_0159_2019_04_16,159,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0159_2019_04_16
"[[[34.859977, -19.680119], [34.860512, -19.726364], [34.909347, -19.72585], [34.908799, -19.679607], [34.859977, -19.680119]]]",1,2019-04-16,67,sen12floods_s2_labels_67_2019_04_16,67,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_67_2019_04_16
"[[[34.858912, -19.587629], [34.859444, -19.633874], [34.908251, -19.633363], [34.907706, -19.587119], [34.858912, -19.587629]]]",1,2019-04-16,-113,sen12floods_s2_labels_0143_2019_04_16,143,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0143_2019_04_16
"[[[34.713013, -19.635328], [34.713504, -19.681577], [34.76233, -19.681104], [34.761825, -19.634857], [34.713013, -19.635328]]]",1,2019-04-16,-111,sen12floods_s2_labels_0145_2019_04_16,145,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0145_2019_04_16
"[[[34.713504, -19.681577], [34.713997, -19.727825], [34.762837, -19.727352], [34.76233, -19.681104], [34.713504, -19.681577]]]",1,2019-04-16,-106,sen12floods_s2_labels_0150_2019_04_16,150,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0150_2019_04_16
"[[[34.908251, -19.633363], [34.908799, -19.679607], [34.957618, -19.679081], [34.957057, -19.632839], [34.908251, -19.633363]]]",1,2019-04-16,-107,sen12floods_s2_labels_0149_2019_04_16,149,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0149_2019_04_16
"[[[34.908799, -19.679607], [34.909347, -19.72585], [34.958181, -19.725323], [34.957618, -19.679081], [34.908799, -19.679607]]]",1,2019-04-16,-102,sen12floods_s2_labels_0154_2019_04_16,154,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0154_2019_04_16
"[[[34.76233, -19.681104], [34.762837, -19.727352], [34.811675, -19.726864], [34.811154, -19.680618], [34.76233, -19.681104]]]",1,2019-04-16,-105,sen12floods_s2_labels_0151_2019_04_16,151,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0151_2019_04_16
"[[[36.755293, -17.922964], [36.756269, -17.969142], [36.804519, -17.968201], [36.803531, -17.922025], [36.755293, -17.922964]]]",1,2019-04-16,-88,sen12floods_s2_labels_0168_2019_04_16,168,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0168_2019_04_16
"[[[34.907706, -19.587119], [34.908251, -19.633363], [34.957057, -19.632839], [34.956498, -19.586596], [34.907706, -19.587119]]]",1,2019-04-16,-112,sen12floods_s2_labels_0144_2019_04_16,144,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0144_2019_04_16
"[[[34.810635, -19.634372], [34.811154, -19.680618], [34.859977, -19.680119], [34.859444, -19.633874], [34.810635, -19.634372]]]",1,2019-04-16,-109,sen12floods_s2_labels_0147_2019_04_16,147,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0147_2019_04_16
"[[[36.803531, -17.922025], [36.804519, -17.968201], [36.852767, -17.967248], [36.851766, -17.921075], [36.803531, -17.922025]]]",1,2019-04-16,-87,sen12floods_s2_labels_0169_2019_04_16,169,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0169_2019_04_16
"[[[34.859444, -19.633874], [34.859977, -19.680119], [34.908799, -19.679607], [34.908251, -19.633363], [34.859444, -19.633874]]]",1,2019-04-16,-108,sen12floods_s2_labels_0148_2019_04_16,148,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0148_2019_04_16
