geometry,label,date,tile_number,id,location_id,image_dir
"[[[32.944264, -19.733755], [32.944248, -19.780024], [32.993126, -19.780032], [32.993128, -19.733763], [32.944264, -19.733755]]]",1,2019-04-19,-44,sen12floods_s2_labels_0212_2019_04_19,212,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0212_2019_04_19
"[[[32.846447, -19.826235], [32.846403, -19.872504], [32.895309, -19.872539], [32.89534, -19.826271], [32.846447, -19.826235]]]",1,2019-04-19,-36,sen12floods_s2_labels_0220_2019_04_19,220,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0220_2019_04_19
"[[[32.797555, -19.826187], [32.797496, -19.872455], [32.846403, -19.872504], [32.846447, -19.826235], [32.797555, -19.826187]]]",1,2019-04-19,-37,sen12floods_s2_labels_0219_2019_04_19,219,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0219_2019_04_19
"[[[32.748735, -19.779856], [32.748663, -19.826124], [32.797555, -19.826187], [32.797613, -19.779918], [32.748735, -19.779856]]]",1,2019-04-19,-43,sen12floods_s2_labels_0213_2019_04_19,213,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0213_2019_04_19
"[[[32.671732, -19.855279], [32.671636, -19.901546], [32.720551, -19.90163], [32.720632, -19.855362], [32.671732, -19.855279]]]",1,2019-04-19,-69,sen12floods_s2_labels_0187_2019_04_19,187,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0187_2019_04_19
"[[[32.89543, -19.687464], [32.8954, -19.733733], [32.944264, -19.733755], [32.94428, -19.687485], [32.89543, -19.687464]]]",1,2019-04-19,-50,sen12floods_s2_labels_0206_2019_04_19,206,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0206_2019_04_19
"[[[32.573807, -19.901339], [32.573683, -19.947606], [32.622612, -19.947716], [32.622722, -19.901449], [32.573807, -19.901339]]]",1,2019-04-19,-68,sen12floods_s2_labels_0188_2019_04_19,188,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0188_2019_04_19
"[[[32.701227, -20.016906], [32.701139, -20.063173], [32.750104, -20.063249], [32.750177, -20.016982], [32.701227, -20.016906]]]",1,2019-04-19,15,sen12floods_s2_labels_15_2019_04_19,15,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_15_2019_04_19
"[[[32.750177, -20.016982], [32.750104, -20.063249], [32.799069, -20.063311], [32.799128, -20.017044], [32.750177, -20.016982]]]",1,2019-04-19,-58,sen12floods_s2_labels_0198_2019_04_19,198,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0198_2019_04_19
"[[[32.74888, -19.687318], [32.748808, -19.733587], [32.797672, -19.733649], [32.79773, -19.68738], [32.74888, -19.687318]]]",1,2019-04-19,-53,sen12floods_s2_labels_0203_2019_04_19,203,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0203_2019_04_19
"[[[32.75025, -19.970714], [32.750177, -20.016982], [32.799128, -20.017044], [32.799187, -19.970776], [32.75025, -19.970714]]]",1,2019-04-19,-60,sen12floods_s2_labels_0196_2019_04_19,196,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0196_2019_04_19
"[[[32.94428, -19.687485], [32.944264, -19.733755], [32.993128, -19.733763], [32.99313, -19.687494], [32.94428, -19.687485]]]",1,2019-04-19,-49,sen12floods_s2_labels_0207_2019_04_19,207,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0207_2019_04_19
"[[[32.701314, -19.970639], [32.701227, -20.016906], [32.750177, -20.016982], [32.75025, -19.970714], [32.701314, -19.970639]]]",1,2019-04-19,16,sen12floods_s2_labels_16_2019_04_19,16,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_16_2019_04_19
"[[[32.639466, -20.016339], [32.639361, -20.062606], [32.688325, -20.062699], [32.688417, -20.016432], [32.639466, -20.016339]]]",1,2019-04-19,-62,sen12floods_s2_labels_0194_2019_04_19,194,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0194_2019_04_19
"[[[32.590636, -19.969966], [32.590517, -20.016233], [32.639466, -20.016339], [32.639572, -19.970072], [32.590636, -19.969966]]]",1,2019-04-19,-65,sen12floods_s2_labels_0191_2019_04_19,191,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0191_2019_04_19
"[[[32.89537, -19.780002], [32.89534, -19.826271], [32.944232, -19.826293], [32.944248, -19.780024], [32.89537, -19.780002]]]",1,2019-04-19,-40,sen12floods_s2_labels_0216_2019_04_19,216,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0216_2019_04_19
"[[[32.84658, -19.687428], [32.846536, -19.733698], [32.8954, -19.733733], [32.89543, -19.687464], [32.84658, -19.687428]]]",1,2019-04-19,-51,sen12floods_s2_labels_0205_2019_04_19,205,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0205_2019_04_19
"[[[32.622722, -19.901449], [32.622612, -19.947716], [32.671541, -19.947814], [32.671636, -19.901546], [32.622722, -19.901449]]]",1,2019-04-19,21,sen12floods_s2_labels_21_2019_04_19,21,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_21_2019_04_19
"[[[32.8954, -19.733733], [32.89537, -19.780002], [32.944248, -19.780024], [32.944264, -19.733755], [32.8954, -19.733733]]]",1,2019-04-19,43,sen12floods_s2_labels_43_2019_04_19,43,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_43_2019_04_19
"[[[32.797672, -19.733649], [32.797613, -19.779918], [32.846492, -19.779967], [32.846536, -19.733698], [32.797672, -19.733649]]]",1,2019-04-19,-47,sen12floods_s2_labels_0209_2019_04_19,209,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0209_2019_04_19
"[[[32.944248, -19.780024], [32.944232, -19.826293], [32.993124, -19.826301], [32.993126, -19.780032], [32.944248, -19.780024]]]",1,2019-04-19,-39,sen12floods_s2_labels_0217_2019_04_19,217,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0217_2019_04_19
"[[[32.639572, -19.970072], [32.639466, -20.016339], [32.688417, -20.016432], [32.688508, -19.970165], [32.639572, -19.970072]]]",1,2019-04-19,-64,sen12floods_s2_labels_0192_2019_04_19,192,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0192_2019_04_19
"[[[32.79773, -19.68738], [32.797672, -19.733649], [32.846536, -19.733698], [32.84658, -19.687428], [32.79773, -19.68738]]]",1,2019-04-19,-52,sen12floods_s2_labels_0204_2019_04_19,204,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0204_2019_04_19
"[[[32.590517, -20.016233], [32.590397, -20.062499], [32.639361, -20.062606], [32.639466, -20.016339], [32.590517, -20.016233]]]",1,2019-04-19,-63,sen12floods_s2_labels_0193_2019_04_19,193,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0193_2019_04_19
"[[[32.573931, -19.855072], [32.573807, -19.901339], [32.622722, -19.901449], [32.622831, -19.855182], [32.573931, -19.855072]]]",1,2019-04-19,20,sen12floods_s2_labels_20_2019_04_19,20,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_20_2019_04_19
"[[[32.846492, -19.779967], [32.846447, -19.826235], [32.89534, -19.826271], [32.89537, -19.780002], [32.846492, -19.779967]]]",1,2019-04-19,-41,sen12floods_s2_labels_0215_2019_04_19,215,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0215_2019_04_19
"[[[32.748663, -19.826124], [32.74859, -19.872393], [32.797496, -19.872455], [32.797555, -19.826187], [32.748663, -19.826124]]]",1,2019-04-19,-38,sen12floods_s2_labels_0218_2019_04_19,218,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0218_2019_04_19
"[[[32.671636, -19.901546], [32.671541, -19.947814], [32.72047, -19.947897], [32.720551, -19.90163], [32.671636, -19.901546]]]",1,2019-04-19,61,sen12floods_s2_labels_61_2019_04_19,61,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_61_2019_04_19
"[[[32.846536, -19.733698], [32.846492, -19.779967], [32.89537, -19.780002], [32.8954, -19.733733], [32.846536, -19.733698]]]",1,2019-04-19,-46,sen12floods_s2_labels_0210_2019_04_19,210,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0210_2019_04_19
"[[[32.89534, -19.826271], [32.895309, -19.872539], [32.944216, -19.872561], [32.944232, -19.826293], [32.89534, -19.826271]]]",1,2019-04-19,-35,sen12floods_s2_labels_0221_2019_04_19,221,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0221_2019_04_19
"[[[32.748808, -19.733587], [32.748735, -19.779856], [32.797613, -19.779918], [32.797672, -19.733649], [32.748808, -19.733587]]]",1,2019-04-19,-48,sen12floods_s2_labels_0208_2019_04_19,208,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0208_2019_04_19
"[[[32.622831, -19.855182], [32.622722, -19.901449], [32.671636, -19.901546], [32.671732, -19.855279], [32.622831, -19.855182]]]",1,2019-04-19,-70,sen12floods_s2_labels_0186_2019_04_19,186,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0186_2019_04_19
"[[[32.944232, -19.826293], [32.944216, -19.872561], [32.993122, -19.87257], [32.993124, -19.826301], [32.944232, -19.826293]]]",1,2019-04-19,-34,sen12floods_s2_labels_0222_2019_04_19,222,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0222_2019_04_19
"[[[32.797613, -19.779918], [32.797555, -19.826187], [32.846447, -19.826235], [32.846492, -19.779967], [32.797613, -19.779918]]]",1,2019-04-19,-42,sen12floods_s2_labels_0214_2019_04_19,214,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0214_2019_04_19
