geometry,label,date,tile_number,id,location_id,image_dir
"[[[34.242228, -15.441287], [34.242504, -15.487565], [34.290227, -15.487292], [34.28994, -15.441015], [34.242228, -15.441287]]]",1,2019-03-19,18,sen12floods_s1_labels_18_2019_03_19,18,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_18_2019_03_19
"[[[32.84658, -19.687428], [32.846536, -19.733698], [32.8954, -19.733733], [32.89543, -19.687464], [32.84658, -19.687428]]]",1,2019-03-19,-51,sen12floods_s1_labels_0205_2019_03_19,205,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0205_2019_03_19
"[[[32.75025, -19.970714], [32.750177, -20.016982], [32.799128, -20.017044], [32.799187, -19.970776], [32.75025, -19.970714]]]",1,2019-03-19,-60,sen12floods_s1_labels_0196_2019_03_19,196,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0196_2019_03_19
"[[[32.748735, -19.779856], [32.748663, -19.826124], [32.797555, -19.826187], [32.797613, -19.779918], [32.748735, -19.779856]]]",1,2019-03-19,-43,sen12floods_s1_labels_0213_2019_03_19,213,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0213_2019_03_19
"[[[34.761321, -19.588609], [34.761825, -19.634857], [34.810635, -19.634372], [34.810117, -19.588125], [34.761321, -19.588609]]]",1,2019-03-19,-115,sen12floods_s1_labels_0141_2019_03_19,141,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0141_2019_03_19
"[[[32.590517, -20.016233], [32.590397, -20.062499], [32.639361, -20.062606], [32.639466, -20.016339], [32.590517, -20.016233]]]",1,2019-03-19,-63,sen12floods_s1_labels_0193_2019_03_19,193,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0193_2019_03_19
"[[[32.797555, -19.826187], [32.797496, -19.872455], [32.846403, -19.872504], [32.846447, -19.826235], [32.797555, -19.826187]]]",1,2019-03-19,-37,sen12floods_s1_labels_0219_2019_03_19,219,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0219_2019_03_19
"[[[32.79773, -19.68738], [32.797672, -19.733649], [32.846536, -19.733698], [32.84658, -19.687428], [32.79773, -19.68738]]]",1,2019-03-19,-52,sen12floods_s1_labels_0204_2019_03_19,204,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0204_2019_03_19
"[[[34.909347, -19.72585], [34.909898, -19.772094], [34.958745, -19.771565], [34.958181, -19.725323], [34.909347, -19.72585]]]",1,2019-03-19,-99,sen12floods_s1_labels_0157_2019_03_19,157,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0157_2019_03_19
"[[[32.748808, -19.733587], [32.748735, -19.779856], [32.797613, -19.779918], [32.797672, -19.733649], [32.748808, -19.733587]]]",1,2019-03-19,-48,sen12floods_s1_labels_0208_2019_03_19,208,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0208_2019_03_19
"[[[32.671732, -19.855279], [32.671636, -19.901546], [32.720551, -19.90163], [32.720632, -19.855362], [32.671732, -19.855279]]]",1,2019-03-19,-69,sen12floods_s1_labels_0187_2019_03_19,187,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0187_2019_03_19
"[[[34.907706, -19.587119], [34.908251, -19.633363], [34.957057, -19.632839], [34.956498, -19.586596], [34.907706, -19.587119]]]",1,2019-03-19,-112,sen12floods_s1_labels_0144_2019_03_19,144,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0144_2019_03_19
"[[[32.580092, -20.197026], [32.579967, -20.243292], [32.628988, -20.243402], [32.629098, -20.197137], [32.580092, -20.197026]]]",1,2019-03-19,-55,sen12floods_s1_labels_0201_2019_03_19,201,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0201_2019_03_19
