geometry,label,date,tile_number,id,location_id,image_dir
"[[[30.933608, -17.83915], [30.933073, -17.885398], [30.981376, -17.885905], [30.981898, -17.839655], [30.933608, -17.83915]]]",0,2019-01-02,17,sen12floods_s2_labels_17_2019_01_02,17,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_17_2019_01_02
"[[[31.077487, -17.933134], [31.076987, -17.979386], [31.125319, -17.97986], [31.125807, -17.933606], [31.077487, -17.933134]]]",0,2019-01-02,10,sen12floods_s2_labels_10_2019_01_02,10,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_10_2019_01_02
"[[[-1.641514, 6.777297], [-1.641643, 6.730994], [-1.595327, 6.730863], [-1.595193, 6.777165], [-1.641514, 6.777297]]]",0,2019-01-02,97,sen12floods_s2_labels_0097_2019_01_02,97,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0097_2019_01_02
"[[[-1.549285, 6.638126], [-1.54942, 6.591825], [-1.503119, 6.591688], [-1.50298, 6.637988], [-1.549285, 6.638126]]]",0,2019-01-02,50,sen12floods_s2_labels_50_2019_01_02,50,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_50_2019_01_02
"[[[-1.595193, 6.777165], [-1.595327, 6.730863], [-1.549012, 6.730728], [-1.548874, 6.777029], [-1.595193, 6.777165]]]",0,2019-01-02,98,sen12floods_s2_labels_0098_2019_01_02,98,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0098_2019_01_02
"[[[-1.59546, 6.684562], [-1.595591, 6.63826], [-1.549285, 6.638126], [-1.549149, 6.684427], [-1.59546, 6.684562]]]",0,2019-01-02,108,sen12floods_s2_labels_0108_2019_01_02,108,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0108_2019_01_02
"[[[-1.549149, 6.684427], [-1.549285, 6.638126], [-1.50298, 6.637988], [-1.50284, 6.684289], [-1.549149, 6.684427]]]",0,2019-01-02,109,sen12floods_s2_labels_0109_2019_01_02,109,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0109_2019_01_02
"[[[-1.687835, 6.777424], [-1.687959, 6.731121], [-1.641643, 6.730994], [-1.641514, 6.777297], [-1.687835, 6.777424]]]",0,2019-01-02,96,sen12floods_s2_labels_0096_2019_01_02,96,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0096_2019_01_02
"[[[-1.734515, 6.638634], [-1.734633, 6.592329], [-1.688329, 6.592209], [-1.688206, 6.638513], [-1.734515, 6.638634]]]",0,2019-01-02,57,sen12floods_s2_labels_57_2019_01_02,57,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_57_2019_01_02
"[[[-1.734277, 6.731243], [-1.734397, 6.684938], [-1.688083, 6.684817], [-1.687959, 6.731121], [-1.734277, 6.731243]]]",0,2019-01-02,100,sen12floods_s2_labels_0100_2019_01_02,100,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0100_2019_01_02
"[[[30.885319, -17.838633], [30.884772, -17.88488], [30.933073, -17.885398], [30.933608, -17.83915], [30.885319, -17.838633]]]",0,2019-01-02,14,sen12floods_s2_labels_14_2019_01_02,14,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_14_2019_01_02
"[[[17.034965, -22.505195], [17.035642, -22.55142], [17.085407, -22.550782], [17.084713, -22.504559], [17.034965, -22.505195]]]",0,2019-01-02,7,sen12floods_s2_labels_7_2019_01_02,7,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_7_2019_01_02
"[[[-1.548874, 6.777029], [-1.549012, 6.730728], [-1.502698, 6.730588], [-1.502556, 6.776888], [-1.548874, 6.777029]]]",0,2019-01-02,99,sen12floods_s2_labels_0099_2019_01_02,99,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0099_2019_01_02
