geometry,label,date,tile_number,id,location_id,image_dir
"[[[30.933073, -17.885398], [30.932537, -17.931646], [30.980852, -17.932154], [30.981376, -17.885905], [30.933073, -17.885398]]]",0,2019-01-11,47,sen12floods_s1_labels_0047_2019_01_11,47,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0047_2019_01_11
"[[[31.077487, -17.933134], [31.076987, -17.979386], [31.125319, -17.97986], [31.125807, -17.933606], [31.077487, -17.933134]]]",0,2019-01-11,10,sen12floods_s1_labels_10_2019_01_11,10,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_10_2019_01_11
"[[[30.885319, -17.838633], [30.884772, -17.88488], [30.933073, -17.885398], [30.933608, -17.83915], [30.885319, -17.838633]]]",0,2019-01-11,14,sen12floods_s1_labels_14_2019_01_11,14,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_14_2019_01_11
"[[[31.078483, -17.84063], [31.077986, -17.886882], [31.126293, -17.887353], [31.126778, -17.841099], [31.078483, -17.84063]]]",0,2019-01-11,44,sen12floods_s1_labels_0044_2019_01_11,44,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0044_2019_01_11
"[[[31.02968, -17.8864], [31.029169, -17.93265], [31.077487, -17.933134], [31.077986, -17.886882], [31.02968, -17.8864]]]",0,2019-01-11,24,sen12floods_s1_labels_24_2019_01_11,24,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_24_2019_01_11
"[[[30.884223, -17.931126], [30.883673, -17.977373], [30.931999, -17.977894], [30.932537, -17.931646], [30.884223, -17.931126]]]",0,2019-01-11,26,sen12floods_s1_labels_26_2019_01_11,26,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_26_2019_01_11
"[[[30.981376, -17.885905], [30.980852, -17.932154], [31.029169, -17.93265], [31.02968, -17.8864], [30.981376, -17.885905]]]",0,2019-01-11,48,sen12floods_s1_labels_0048_2019_01_11,48,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0048_2019_01_11
"[[[30.934672, -17.746653], [30.934141, -17.792902], [30.982418, -17.793405], [30.982937, -17.747155], [30.934672, -17.746653]]]",0,2019-01-11,29,sen12floods_s1_labels_0029_2019_01_11,29,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0029_2019_01_11
"[[[31.125807, -17.933606], [31.125319, -17.97986], [31.173653, -17.980321], [31.174128, -17.934066], [31.125807, -17.933606]]]",0,2019-01-11,57,sen12floods_s1_labels_0057_2019_01_11,57,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0057_2019_01_11
"[[[31.077986, -17.886882], [31.077487, -17.933134], [31.125807, -17.933606], [31.126293, -17.887353], [31.077986, -17.886882]]]",0,2019-01-11,50,sen12floods_s1_labels_0050_2019_01_11,50,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0050_2019_01_11
"[[[30.932537, -17.931646], [30.931999, -17.977894], [30.980327, -17.978403], [30.980852, -17.932154], [30.932537, -17.931646]]]",0,2019-01-11,53,sen12floods_s1_labels_0053_2019_01_11,53,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0053_2019_01_11
"[[[30.980852, -17.932154], [30.980327, -17.978403], [31.028656, -17.978901], [31.029169, -17.93265], [30.980852, -17.932154]]]",0,2019-01-11,54,sen12floods_s1_labels_0054_2019_01_11,54,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0054_2019_01_11
"[[[31.029169, -17.93265], [31.028656, -17.978901], [31.076987, -17.979386], [31.077487, -17.933134], [31.029169, -17.93265]]]",0,2019-01-11,55,sen12floods_s1_labels_0055_2019_01_11,55,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0055_2019_01_11
"[[[31.126293, -17.887353], [31.125807, -17.933606], [31.174128, -17.934066], [31.174602, -17.887812], [31.126293, -17.887353]]]",0,2019-01-11,36,sen12floods_s1_labels_36_2019_01_11,36,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_36_2019_01_11
