geometry,label,date,tile_number,id,location_id,image_dir
"[[[32.525314, 0.397163], [32.525317, 0.350843], [32.571328, 0.350845], [32.571326, 0.397166], [32.525314, 0.397163]]]",0,2019-02-04,75,sen12floods_s2_labels_0075_2019_02_04,75,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0075_2019_02_04
"[[[32.571326, 0.397166], [32.571328, 0.350845], [32.61734, 0.350847], [32.617338, 0.397168], [32.571326, 0.397166]]]",0,2019-02-04,76,sen12floods_s2_labels_0076_2019_02_04,76,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0076_2019_02_04
"[[[28.249522, -15.383035], [28.249798, -15.429313], [28.297507, -15.429039], [28.29722, -15.382762], [28.249522, -15.383035]]]",0,2019-02-04,55,sen12floods_s2_labels_55_2019_02_04,55,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_55_2019_02_04
"[[[32.617338, 0.397168], [32.61734, 0.350847], [32.663352, 0.350849], [32.66335, 0.39717], [32.617338, 0.397168]]]",0,2019-02-04,77,sen12floods_s2_labels_0077_2019_02_04,77,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0077_2019_02_04
"[[[32.617342, 0.304526], [32.617343, 0.258205], [32.663355, 0.258206], [32.663354, 0.304527], [32.617342, 0.304526]]]",0,2019-02-04,85,sen12floods_s2_labels_0085_2019_02_04,85,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0085_2019_02_04
"[[[32.47931, 0.2582], [32.479312, 0.211879], [32.525322, 0.211881], [32.525321, 0.258201], [32.47931, 0.2582]]]",0,2019-02-04,86,sen12floods_s2_labels_0086_2019_02_04,86,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0086_2019_02_04
"[[[32.61734, 0.350847], [32.617342, 0.304526], [32.663354, 0.304527], [32.663352, 0.350849], [32.61734, 0.350847]]]",0,2019-02-04,81,sen12floods_s2_labels_0081_2019_02_04,81,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0081_2019_02_04
"[[[32.617343, 0.258205], [32.617345, 0.211883], [32.663356, 0.211884], [32.663355, 0.258206], [32.617343, 0.258205]]]",0,2019-02-04,89,sen12floods_s2_labels_0089_2019_02_04,89,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0089_2019_02_04
"[[[32.479308, 0.30452], [32.47931, 0.2582], [32.525321, 0.258201], [32.525319, 0.304522], [32.479308, 0.30452]]]",0,2019-02-04,82,sen12floods_s2_labels_0082_2019_02_04,82,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0082_2019_02_04
"[[[28.344918, -15.382479], [28.345216, -15.428755], [28.392923, -15.428461], [28.392615, -15.382186], [28.344918, -15.382479]]]",0,2019-02-04,48,sen12floods_s2_labels_48_2019_02_04,48,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_48_2019_02_04
"[[[32.571332, 0.258203], [32.571333, 0.211882], [32.617345, 0.211883], [32.617343, 0.258205], [32.571332, 0.258203]]]",0,2019-02-04,88,sen12floods_s2_labels_0088_2019_02_04,88,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0088_2019_02_04
"[[[32.525317, 0.350843], [32.525319, 0.304522], [32.57133, 0.304524], [32.571328, 0.350845], [32.525317, 0.350843]]]",0,2019-02-04,79,sen12floods_s2_labels_0079_2019_02_04,79,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0079_2019_02_04
"[[[32.57133, 0.304524], [32.571332, 0.258203], [32.617343, 0.258205], [32.617342, 0.304526], [32.57133, 0.304524]]]",0,2019-02-04,84,sen12floods_s2_labels_0084_2019_02_04,84,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0084_2019_02_04
"[[[32.479305, 0.35084], [32.479308, 0.30452], [32.525319, 0.304522], [32.525317, 0.350843], [32.479305, 0.35084]]]",0,2019-02-04,29,sen12floods_s2_labels_29_2019_02_04,29,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_29_2019_02_04
"[[[32.571328, 0.350845], [32.57133, 0.304524], [32.617342, 0.304526], [32.61734, 0.350847], [32.571328, 0.350845]]]",0,2019-02-04,80,sen12floods_s2_labels_0080_2019_02_04,80,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0080_2019_02_04
"[[[32.479303, 0.39716], [32.479305, 0.35084], [32.525317, 0.350843], [32.525314, 0.397163], [32.479303, 0.39716]]]",0,2019-02-04,74,sen12floods_s2_labels_0074_2019_02_04,74,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0074_2019_02_04
"[[[32.525321, 0.258201], [32.525322, 0.211881], [32.571333, 0.211882], [32.571332, 0.258203], [32.525321, 0.258201]]]",0,2019-02-04,31,sen12floods_s2_labels_31_2019_02_04,31,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_31_2019_02_04
"[[[28.154122, -15.38355], [28.154377, -15.42983], [28.202088, -15.429577], [28.201822, -15.383298], [28.154122, -15.38355]]]",0,2019-02-04,60,sen12floods_s2_labels_0060_2019_02_04,60,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0060_2019_02_04
"[[[28.201822, -15.383298], [28.202088, -15.429577], [28.249798, -15.429313], [28.249522, -15.383035], [28.201822, -15.383298]]]",0,2019-02-04,61,sen12floods_s2_labels_0061_2019_02_04,61,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0061_2019_02_04
"[[[28.29722, -15.382762], [28.297507, -15.429039], [28.345216, -15.428755], [28.344918, -15.382479], [28.29722, -15.382762]]]",0,2019-02-04,63,sen12floods_s2_labels_0063_2019_02_04,63,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0063_2019_02_04
"[[[28.392615, -15.382186], [28.392923, -15.428461], [28.440629, -15.428157], [28.440311, -15.381882], [28.392615, -15.382186]]]",0,2019-02-04,65,sen12floods_s2_labels_0065_2019_02_04,65,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0065_2019_02_04
"[[[28.440311, -15.381882], [28.440629, -15.428157], [28.488334, -15.427842], [28.488005, -15.381568], [28.440311, -15.381882]]]",0,2019-02-04,66,sen12floods_s2_labels_0066_2019_02_04,66,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0066_2019_02_04
"[[[28.154377, -15.42983], [28.154633, -15.47611], [28.202355, -15.475856], [28.202088, -15.429577], [28.154377, -15.42983]]]",0,2019-02-04,67,sen12floods_s2_labels_0067_2019_02_04,67,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0067_2019_02_04
"[[[32.525319, 0.304522], [32.525321, 0.258201], [32.571332, 0.258203], [32.57133, 0.304524], [32.525319, 0.304522]]]",0,2019-02-04,39,sen12floods_s2_labels_39_2019_02_04,39,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_39_2019_02_04
"[[[28.202088, -15.429577], [28.202355, -15.475856], [28.250076, -15.475591], [28.249798, -15.429313], [28.202088, -15.429577]]]",0,2019-02-04,68,sen12floods_s2_labels_0068_2019_02_04,68,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0068_2019_02_04
"[[[28.440629, -15.428157], [28.440949, -15.474431], [28.488665, -15.474116], [28.488334, -15.427842], [28.440629, -15.428157]]]",0,2019-02-04,73,sen12floods_s2_labels_0073_2019_02_04,73,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0073_2019_02_04
"[[[28.392923, -15.428461], [28.393232, -15.474737], [28.440949, -15.474431], [28.440629, -15.428157], [28.392923, -15.428461]]]",0,2019-02-04,72,sen12floods_s2_labels_0072_2019_02_04,72,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0072_2019_02_04
"[[[28.297507, -15.429039], [28.297795, -15.475317], [28.345514, -15.475032], [28.345216, -15.428755], [28.297507, -15.429039]]]",0,2019-02-04,70,sen12floods_s2_labels_0070_2019_02_04,70,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0070_2019_02_04
"[[[28.345216, -15.428755], [28.345514, -15.475032], [28.393232, -15.474737], [28.392923, -15.428461], [28.345216, -15.428755]]]",0,2019-02-04,71,sen12floods_s2_labels_0071_2019_02_04,71,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0071_2019_02_04
"[[[28.249798, -15.429313], [28.250076, -15.475591], [28.297795, -15.475317], [28.297507, -15.429039], [28.249798, -15.429313]]]",0,2019-02-04,69,sen12floods_s2_labels_0069_2019_02_04,69,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0069_2019_02_04
