geometry,label,date,tile_number,id,location_id,image_dir
"[[[34.861048, -19.772609], [34.861586, -19.818853], [34.910449, -19.818337], [34.909898, -19.772094], [34.861048, -19.772609]]]",0,2019-01-26,-98,sen12floods_s2_labels_0158_2019_01_26,158,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0158_2019_01_26
"[[[34.811154, -19.680618], [34.811675, -19.726864], [34.860512, -19.726364], [34.859977, -19.680119], [34.811154, -19.680618]]]",0,2019-01-26,0,sen12floods_s2_labels_0_2019_01_26,0,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0_2019_01_26
"[[[34.76233, -19.681104], [34.762837, -19.727352], [34.811675, -19.726864], [34.811154, -19.680618], [34.76233, -19.681104]]]",0,2019-01-26,-105,sen12floods_s2_labels_0151_2019_01_26,151,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0151_2019_01_26
"[[[34.907706, -19.587119], [34.908251, -19.633363], [34.957057, -19.632839], [34.956498, -19.586596], [34.907706, -19.587119]]]",0,2019-01-26,-112,sen12floods_s2_labels_0144_2019_01_26,144,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0144_2019_01_26
"[[[34.810635, -19.634372], [34.811154, -19.680618], [34.859977, -19.680119], [34.859444, -19.633874], [34.810635, -19.634372]]]",0,2019-01-26,-109,sen12floods_s2_labels_0147_2019_01_26,147,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0147_2019_01_26
"[[[34.713504, -19.681577], [34.713997, -19.727825], [34.762837, -19.727352], [34.76233, -19.681104], [34.713504, -19.681577]]]",0,2019-01-26,-106,sen12floods_s2_labels_0150_2019_01_26,150,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0150_2019_01_26
"[[[34.860512, -19.726364], [34.861048, -19.772609], [34.909898, -19.772094], [34.909347, -19.72585], [34.860512, -19.726364]]]",0,2019-01-26,-100,sen12floods_s2_labels_0156_2019_01_26,156,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0156_2019_01_26
"[[[34.859977, -19.680119], [34.860512, -19.726364], [34.909347, -19.72585], [34.908799, -19.679607], [34.859977, -19.680119]]]",0,2019-01-26,67,sen12floods_s2_labels_67_2019_01_26,67,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_67_2019_01_26
"[[[34.761321, -19.588609], [34.761825, -19.634857], [34.810635, -19.634372], [34.810117, -19.588125], [34.761321, -19.588609]]]",0,2019-01-26,-115,sen12floods_s2_labels_0141_2019_01_26,141,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0141_2019_01_26
"[[[34.810117, -19.588125], [34.810635, -19.634372], [34.859444, -19.633874], [34.858912, -19.587629], [34.810117, -19.588125]]]",0,2019-01-26,11,sen12floods_s2_labels_11_2019_01_26,11,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_11_2019_01_26
