geometry,label,date,tile_number,id,location_id,image_dir
"[[[25.801108, -24.542331], [25.800668, -24.588563], [25.851229, -24.588957], [25.85165, -24.542724], [25.801108, -24.542331]]]",0,2019-01-13,127,sen12floods_s1_labels_0127_2019_01_13,127,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0127_2019_01_13
"[[[25.902193, -24.543101], [25.90179, -24.589334], [25.952353, -24.589694], [25.952737, -24.54346], [25.902193, -24.543101]]]",0,2019-01-13,60,sen12floods_s1_labels_60_2019_01_13,60,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_60_2019_01_13
"[[[32.609862, -25.586498], [32.609712, -25.632732], [32.660713, -25.632859], [32.660844, -25.586625], [32.609862, -25.586498]]]",0,2019-01-13,115,sen12floods_s1_labels_0115_2019_01_13,115,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0115_2019_01_13
"[[[25.851229, -24.588957], [25.850806, -24.635189], [25.901387, -24.635567], [25.90179, -24.589334], [25.851229, -24.588957]]]",0,2019-01-13,-125,sen12floods_s1_labels_0131_2019_01_13,131,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0131_2019_01_13
"[[[25.85165, -24.542724], [25.851229, -24.588957], [25.90179, -24.589334], [25.902193, -24.543101], [25.85165, -24.542724]]]",0,2019-01-13,-128,sen12floods_s1_labels_0128_2019_01_13,128,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0128_2019_01_13
"[[[25.800668, -24.588563], [25.800227, -24.634794], [25.850806, -24.635189], [25.851229, -24.588957], [25.800668, -24.588563]]]",0,2019-01-13,-126,sen12floods_s1_labels_0130_2019_01_13,130,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0130_2019_01_13
"[[[25.901387, -24.635567], [25.900982, -24.6818], [25.951582, -24.682162], [25.951968, -24.635928], [25.901387, -24.635567]]]",0,2019-01-13,-121,sen12floods_s1_labels_0135_2019_01_13,135,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0135_2019_01_13
"[[[25.850806, -24.635189], [25.850383, -24.681421], [25.900982, -24.6818], [25.901387, -24.635567], [25.850806, -24.635189]]]",0,2019-01-13,-122,sen12floods_s1_labels_0134_2019_01_13,134,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0134_2019_01_13
"[[[25.800227, -24.634794], [25.799785, -24.681025], [25.850383, -24.681421], [25.850806, -24.635189], [25.800227, -24.634794]]]",0,2019-01-13,-123,sen12floods_s1_labels_0133_2019_01_13,133,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0133_2019_01_13
"[[[25.90179, -24.589334], [25.901387, -24.635567], [25.951968, -24.635928], [25.952353, -24.589694], [25.90179, -24.589334]]]",0,2019-01-13,-124,sen12floods_s1_labels_0132_2019_01_13,132,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0132_2019_01_13
