geometry,label,date,tile_number,id,location_id,image_dir
"[[[32.609107, -25.817666], [32.608955, -25.863899], [32.660056, -25.864028], [32.660188, -25.817795], [32.609107, -25.817666]]]",0,2019-01-29,122,sen12floods_s1_labels_0122_2019_01_29,122,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0122_2019_01_29
"[[[32.609862, -25.586498], [32.609712, -25.632732], [32.660713, -25.632859], [32.660844, -25.586625], [32.609862, -25.586498]]]",0,2019-01-29,115,sen12floods_s1_labels_0115_2019_01_29,115,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0115_2019_01_29
"[[[32.557683, -25.909985], [32.55751, -25.956217], [32.60865, -25.956364], [32.608803, -25.910132], [32.557683, -25.909985]]]",0,2019-01-29,125,sen12floods_s1_labels_0125_2019_01_29,125,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0125_2019_01_29
"[[[32.609712, -25.632732], [32.609561, -25.678966], [32.660582, -25.679094], [32.660713, -25.632859], [32.609712, -25.632732]]]",0,2019-01-29,116,sen12floods_s1_labels_0116_2019_01_29,116,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0116_2019_01_29
"[[[32.558199, -25.771287], [32.558027, -25.81752], [32.609107, -25.817666], [32.609259, -25.771433], [32.558199, -25.771287]]]",0,2019-01-29,9,sen12floods_s1_labels_9_2019_01_29,9,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_9_2019_01_29
"[[[32.60941, -25.7252], [32.609259, -25.771433], [32.66032, -25.771561], [32.660451, -25.725328], [32.60941, -25.7252]]]",0,2019-01-29,118,sen12floods_s1_labels_0118_2019_01_29,118,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0118_2019_01_29
"[[[32.557855, -25.863753], [32.557683, -25.909985], [32.608803, -25.910132], [32.608955, -25.863899], [32.557855, -25.863753]]]",0,2019-01-29,123,sen12floods_s1_labels_0123_2019_01_29,123,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0123_2019_01_29
"[[[32.608803, -25.910132], [32.60865, -25.956364], [32.659791, -25.956493], [32.659924, -25.910261], [32.608803, -25.910132]]]",0,2019-01-29,126,sen12floods_s1_labels_0126_2019_01_29,126,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0126_2019_01_29
"[[[32.609561, -25.678966], [32.60941, -25.7252], [32.660451, -25.725328], [32.660582, -25.679094], [32.609561, -25.678966]]]",0,2019-01-29,117,sen12floods_s1_labels_0117_2019_01_29,117,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0117_2019_01_29
"[[[32.558027, -25.81752], [32.557855, -25.863753], [32.608955, -25.863899], [32.609107, -25.817666], [32.558027, -25.81752]]]",0,2019-01-29,121,sen12floods_s1_labels_0121_2019_01_29,121,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0121_2019_01_29
"[[[32.609259, -25.771433], [32.609107, -25.817666], [32.660188, -25.817795], [32.66032, -25.771561], [32.609259, -25.771433]]]",0,2019-01-29,120,sen12floods_s1_labels_0120_2019_01_29,120,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0120_2019_01_29
"[[[32.608955, -25.863899], [32.608803, -25.910132], [32.659924, -25.910261], [32.660056, -25.864028], [32.608955, -25.863899]]]",0,2019-01-29,124,sen12floods_s1_labels_0124_2019_01_29,124,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0124_2019_01_29
