geometry,label,date,tile_number,id,location_id,image_dir
"[[[30.886408, -17.746139], [30.885865, -17.792386], [30.934141, -17.792902], [30.934672, -17.746653], [30.886408, -17.746139]]]",0,2018-12-30,28,sen12floods_s1_labels_0028_2018_12_30,28,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0028_2018_12_30
"[[[31.078483, -17.84063], [31.077986, -17.886882], [31.126293, -17.887353], [31.126778, -17.841099], [31.078483, -17.84063]]]",0,2018-12-30,44,sen12floods_s1_labels_0044_2018_12_30,44,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0044_2018_12_30
"[[[30.982418, -17.793405], [30.981898, -17.839655], [31.03019, -17.840149], [31.030698, -17.793897], [30.982418, -17.793405]]]",0,2018-12-30,36,sen12floods_s1_labels_0036_2018_12_30,36,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0036_2018_12_30
"[[[31.078979, -17.794377], [31.078483, -17.84063], [31.126778, -17.841099], [31.127261, -17.794846], [31.078979, -17.794377]]]",0,2018-12-30,59,sen12floods_s1_labels_59_2018_12_30,59,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_59_2018_12_30
"[[[31.030698, -17.793897], [31.03019, -17.840149], [31.078483, -17.84063], [31.078979, -17.794377], [31.030698, -17.793897]]]",0,2018-12-30,37,sen12floods_s1_labels_0037_2018_12_30,37,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0037_2018_12_30
"[[[31.127743, -17.748591], [31.127261, -17.794846], [31.175545, -17.795302], [31.176014, -17.749046], [31.127743, -17.748591]]]",0,2018-12-30,33,sen12floods_s1_labels_0033_2018_12_30,33,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0033_2018_12_30
"[[[30.981898, -17.839655], [30.981376, -17.885905], [31.02968, -17.8864], [31.03019, -17.840149], [30.981898, -17.839655]]]",0,2018-12-30,42,sen12floods_s1_labels_0042_2018_12_30,42,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0042_2018_12_30
"[[[31.03019, -17.840149], [31.02968, -17.8864], [31.077986, -17.886882], [31.078483, -17.84063], [31.03019, -17.840149]]]",0,2018-12-30,43,sen12floods_s1_labels_0043_2018_12_30,43,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0043_2018_12_30
"[[[31.126293, -17.887353], [31.125807, -17.933606], [31.174128, -17.934066], [31.174602, -17.887812], [31.126293, -17.887353]]]",0,2018-12-30,36,sen12floods_s1_labels_36_2018_12_30,36,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_36_2018_12_30
"[[[31.031204, -17.747646], [31.030698, -17.793897], [31.078979, -17.794377], [31.079473, -17.748125], [31.031204, -17.747646]]]",0,2018-12-30,31,sen12floods_s1_labels_0031_2018_12_30,31,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0031_2018_12_30
"[[[30.884223, -17.931126], [30.883673, -17.977373], [30.931999, -17.977894], [30.932537, -17.931646], [30.884223, -17.931126]]]",0,2018-12-30,26,sen12floods_s1_labels_26_2018_12_30,26,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_26_2018_12_30
"[[[31.126778, -17.841099], [31.126293, -17.887353], [31.174602, -17.887812], [31.175074, -17.841557], [31.126778, -17.841099]]]",0,2018-12-30,45,sen12floods_s1_labels_0045_2018_12_30,45,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0045_2018_12_30
"[[[31.079473, -17.748125], [31.078979, -17.794377], [31.127261, -17.794846], [31.127743, -17.748591], [31.079473, -17.748125]]]",0,2018-12-30,42,sen12floods_s1_labels_42_2018_12_30,42,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_42_2018_12_30
"[[[30.884772, -17.88488], [30.884223, -17.931126], [30.932537, -17.931646], [30.933073, -17.885398], [30.884772, -17.88488]]]",0,2018-12-30,46,sen12floods_s1_labels_0046_2018_12_30,46,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0046_2018_12_30
"[[[30.933073, -17.885398], [30.932537, -17.931646], [30.980852, -17.932154], [30.981376, -17.885905], [30.933073, -17.885398]]]",0,2018-12-30,47,sen12floods_s1_labels_0047_2018_12_30,47,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0047_2018_12_30
"[[[31.02968, -17.8864], [31.029169, -17.93265], [31.077487, -17.933134], [31.077986, -17.886882], [31.02968, -17.8864]]]",0,2018-12-30,24,sen12floods_s1_labels_24_2018_12_30,24,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_24_2018_12_30
"[[[30.981376, -17.885905], [30.980852, -17.932154], [31.029169, -17.93265], [31.02968, -17.8864], [30.981376, -17.885905]]]",0,2018-12-30,48,sen12floods_s1_labels_0048_2018_12_30,48,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0048_2018_12_30
