geometry,label,date,tile_number,id,location_id,image_dir
"[[[32.557683, -25.909985], [32.55751, -25.956217], [32.60865, -25.956364], [32.608803, -25.910132], [32.557683, -25.909985]]]",0,2019-01-06,125,sen12floods_s1_labels_0125_2019_01_06,125,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0125_2019_01_06
"[[[30.033712, -1.901496], [30.033794, -1.947753], [30.079766, -1.947669], [30.079683, -1.901415], [30.033712, -1.901496]]]",0,2019-01-06,22,sen12floods_s1_labels_0022_2019_01_06,22,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0022_2019_01_06
"[[[32.608803, -25.910132], [32.60865, -25.956364], [32.659791, -25.956493], [32.659924, -25.910261], [32.608803, -25.910132]]]",0,2019-01-06,126,sen12floods_s1_labels_0126_2019_01_06,126,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0126_2019_01_06
"[[[32.558199, -25.771287], [32.558027, -25.81752], [32.609107, -25.817666], [32.609259, -25.771433], [32.558199, -25.771287]]]",0,2019-01-06,9,sen12floods_s1_labels_9_2019_01_06,9,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_9_2019_01_06
"[[[30.079683, -1.901415], [30.079766, -1.947669], [30.125737, -1.947584], [30.125653, -1.901331], [30.079683, -1.901415]]]",0,2019-01-06,23,sen12floods_s1_labels_0023_2019_01_06,23,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0023_2019_01_06
"[[[32.609712, -25.632732], [32.609561, -25.678966], [32.660582, -25.679094], [32.660713, -25.632859], [32.609712, -25.632732]]]",0,2019-01-06,116,sen12floods_s1_labels_0116_2019_01_06,116,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0116_2019_01_06
"[[[32.609862, -25.586498], [32.609712, -25.632732], [32.660713, -25.632859], [32.660844, -25.586625], [32.609862, -25.586498]]]",0,2019-01-06,115,sen12floods_s1_labels_0115_2019_01_06,115,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0115_2019_01_06
"[[[30.033794, -1.947753], [30.033877, -1.994009], [30.079851, -1.993923], [30.079766, -1.947669], [30.033794, -1.947753]]]",0,2019-01-06,25,sen12floods_s1_labels_0025_2019_01_06,25,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0025_2019_01_06
"[[[30.125653, -1.901331], [30.125737, -1.947584], [30.171705, -1.947497], [30.17162, -1.901247], [30.125653, -1.901331]]]",0,2019-01-06,24,sen12floods_s1_labels_0024_2019_01_06,24,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0024_2019_01_06
"[[[30.125737, -1.947584], [30.125823, -1.993836], [30.171793, -1.993747], [30.171705, -1.947497], [30.125737, -1.947584]]]",0,2019-01-06,27,sen12floods_s1_labels_0027_2019_01_06,27,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0027_2019_01_06
"[[[30.079766, -1.947669], [30.079851, -1.993923], [30.125823, -1.993836], [30.125737, -1.947584], [30.079766, -1.947669]]]",0,2019-01-06,26,sen12floods_s1_labels_0026_2019_01_06,26,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0026_2019_01_06
