geometry,label,date,tile_number,id,location_id,image_dir
"[[[32.47931, 0.2582], [32.479312, 0.211879], [32.525322, 0.211881], [32.525321, 0.258201], [32.47931, 0.2582]]]",0,2019-01-14,86,sen12floods_s1_labels_0086_2019_01_14,86,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0086_2019_01_14
"[[[32.61734, 0.350847], [32.617342, 0.304526], [32.663354, 0.304527], [32.663352, 0.350849], [32.61734, 0.350847]]]",0,2019-01-14,81,sen12floods_s1_labels_0081_2019_01_14,81,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0081_2019_01_14
"[[[32.525317, 0.350843], [32.525319, 0.304522], [32.57133, 0.304524], [32.571328, 0.350845], [32.525317, 0.350843]]]",0,2019-01-14,79,sen12floods_s1_labels_0079_2019_01_14,79,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0079_2019_01_14
"[[[32.479303, 0.39716], [32.479305, 0.35084], [32.525317, 0.350843], [32.525314, 0.397163], [32.479303, 0.39716]]]",0,2019-01-14,74,sen12floods_s1_labels_0074_2019_01_14,74,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0074_2019_01_14
"[[[32.571332, 0.258203], [32.571333, 0.211882], [32.617345, 0.211883], [32.617343, 0.258205], [32.571332, 0.258203]]]",0,2019-01-14,88,sen12floods_s1_labels_0088_2019_01_14,88,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0088_2019_01_14
"[[[32.617342, 0.304526], [32.617343, 0.258205], [32.663355, 0.258206], [32.663354, 0.304527], [32.617342, 0.304526]]]",0,2019-01-14,85,sen12floods_s1_labels_0085_2019_01_14,85,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0085_2019_01_14
"[[[32.479308, 0.30452], [32.47931, 0.2582], [32.525321, 0.258201], [32.525319, 0.304522], [32.479308, 0.30452]]]",0,2019-01-14,82,sen12floods_s1_labels_0082_2019_01_14,82,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0082_2019_01_14
"[[[18.572038, -33.848498], [18.570731, -33.894634], [18.626057, -33.895713], [18.627334, -33.849575], [18.572038, -33.848498]]]",0,2019-01-14,52,sen12floods_s1_labels_52_2019_01_14,52,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_52_2019_01_14
"[[[18.516745, -33.847396], [18.515408, -33.89353], [18.570731, -33.894634], [18.572038, -33.848498], [18.516745, -33.847396]]]",0,2019-01-14,13,sen12floods_s1_labels_13_2019_01_14,13,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_13_2019_01_14
"[[[32.525314, 0.397163], [32.525317, 0.350843], [32.571328, 0.350845], [32.571326, 0.397166], [32.525314, 0.397163]]]",0,2019-01-14,75,sen12floods_s1_labels_0075_2019_01_14,75,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0075_2019_01_14
"[[[32.525319, 0.304522], [32.525321, 0.258201], [32.571332, 0.258203], [32.57133, 0.304524], [32.525319, 0.304522]]]",0,2019-01-14,39,sen12floods_s1_labels_39_2019_01_14,39,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_39_2019_01_14
"[[[32.479305, 0.35084], [32.479308, 0.30452], [32.525319, 0.304522], [32.525317, 0.350843], [32.479305, 0.35084]]]",0,2019-01-14,29,sen12floods_s1_labels_29_2019_01_14,29,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_29_2019_01_14
"[[[32.525321, 0.258201], [32.525322, 0.211881], [32.571333, 0.211882], [32.571332, 0.258203], [32.525321, 0.258201]]]",0,2019-01-14,31,sen12floods_s1_labels_31_2019_01_14,31,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_31_2019_01_14
