geometry,label,date,tile_number,id,location_id,image_dir
"[[[36.795224, -1.242082], [36.795185, -1.28837], [36.841175, -1.28841], [36.841213, -1.242121], [36.795224, -1.242082]]]",0,2018-12-30,15,sen12floods_s2_labels_0015_2018_12_30,15,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0015_2018_12_30
"[[[36.84125, -1.195832], [36.841213, -1.242121], [36.887204, -1.242158], [36.88724, -1.195868], [36.84125, -1.195832]]]",0,2018-12-30,11,sen12floods_s2_labels_0011_2018_12_30,11,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0011_2018_12_30
"[[[36.657305, -1.19568], [36.657265, -1.241963], [36.70325, -1.242004], [36.703289, -1.195719], [36.657305, -1.19568]]]",0,2018-12-30,7,sen12floods_s2_labels_0007_2018_12_30,7,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0007_2018_12_30
"[[[18.681385, -33.896767], [18.680135, -33.942907], [18.735496, -33.943938], [18.736717, -33.897797], [18.681385, -33.896767]]]",0,2018-12-30,6,sen12floods_s2_labels_0006_2018_12_30,6,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0006_2018_12_30
"[[[36.703209, -1.288288], [36.703167, -1.334573], [36.749155, -1.334615], [36.749196, -1.288329], [36.703209, -1.288288]]]",0,2018-12-30,18,sen12floods_s2_labels_0018_2018_12_30,18,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0018_2018_12_30
"[[[18.627334, -33.849575], [18.626057, -33.895713], [18.681385, -33.896767], [18.682633, -33.850628], [18.627334, -33.849575]]]",0,2018-12-30,4,sen12floods_s2_labels_0004_2018_12_30,4,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0004_2018_12_30
"[[[36.841213, -1.242121], [36.841175, -1.28841], [36.887167, -1.288448], [36.887204, -1.242158], [36.841213, -1.242121]]]",0,2018-12-30,30,sen12floods_s2_labels_30_2018_12_30,30,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_30_2018_12_30
"[[[36.657265, -1.241963], [36.657223, -1.288246], [36.703209, -1.288288], [36.70325, -1.242004], [36.657265, -1.241963]]]",0,2018-12-30,12,sen12floods_s2_labels_0012_2018_12_30,12,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0012_2018_12_30
"[[[36.795262, -1.195795], [36.795224, -1.242082], [36.841213, -1.242121], [36.84125, -1.195832], [36.795262, -1.195795]]]",0,2018-12-30,10,sen12floods_s2_labels_0010_2018_12_30,10,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_0010_2018_12_30
"[[[36.657223, -1.288246], [36.65718, -1.334529], [36.703167, -1.334573], [36.703209, -1.288288], [36.657223, -1.288246]]]",0,2018-12-30,45,sen12floods_s2_labels_45_2018_12_30,45,sen12flood/sen12floods_s2_source/sen12floods_s2_source//sen12floods_s2_source_45_2018_12_30
