geometry,label,date,tile_number,id,location_id,image_dir
"[[[28.297507, -15.429039], [28.297795, -15.475317], [28.345514, -15.475032], [28.345216, -15.428755], [28.297507, -15.429039]]]",0,2019-01-28,70,sen12floods_s1_labels_0070_2019_01_28,70,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0070_2019_01_28
"[[[-1.734277, 6.731243], [-1.734397, 6.684938], [-1.688083, 6.684817], [-1.687959, 6.731121], [-1.734277, 6.731243]]]",0,2019-01-28,100,sen12floods_s1_labels_0100_2019_01_28,100,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0100_2019_01_28
"[[[36.703289, -1.195719], [36.70325, -1.242004], [36.749236, -1.242043], [36.749275, -1.195757], [36.703289, -1.195719]]]",0,2019-01-28,38,sen12floods_s1_labels_38_2019_01_28,38,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_38_2019_01_28
"[[[28.249798, -15.429313], [28.250076, -15.475591], [28.297795, -15.475317], [28.297507, -15.429039], [28.249798, -15.429313]]]",0,2019-01-28,69,sen12floods_s1_labels_0069_2019_01_28,69,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0069_2019_01_28
"[[[-1.641383, 6.8236], [-1.641514, 6.777297], [-1.595193, 6.777165], [-1.595059, 6.823467], [-1.641383, 6.8236]]]",0,2019-01-28,37,sen12floods_s1_labels_37_2019_01_28,37,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_37_2019_01_28
"[[[-1.688083, 6.684817], [-1.688206, 6.638513], [-1.641898, 6.638389], [-1.641771, 6.684691], [-1.688083, 6.684817]]]",0,2019-01-28,106,sen12floods_s1_labels_0106_2019_01_28,106,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0106_2019_01_28
"[[[36.841175, -1.28841], [36.841135, -1.334698], [36.887128, -1.334739], [36.887167, -1.288448], [36.841175, -1.28841]]]",0,2019-01-28,21,sen12floods_s1_labels_0021_2019_01_28,21,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0021_2019_01_28
"[[[-1.548735, 6.82333], [-1.548874, 6.777029], [-1.502556, 6.776888], [-1.502412, 6.823188], [-1.548735, 6.82333]]]",0,2019-01-28,94,sen12floods_s1_labels_0094_2019_01_28,94,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0094_2019_01_28
"[[[36.703209, -1.288288], [36.703167, -1.334573], [36.749155, -1.334615], [36.749196, -1.288329], [36.703209, -1.288288]]]",0,2019-01-28,18,sen12floods_s1_labels_0018_2019_01_28,18,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0018_2019_01_28
"[[[36.795185, -1.28837], [36.795145, -1.334657], [36.841135, -1.334698], [36.841175, -1.28841], [36.795185, -1.28837]]]",0,2019-01-28,20,sen12floods_s1_labels_0020_2019_01_28,20,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0020_2019_01_28
"[[[-1.549012, 6.730728], [-1.549149, 6.684427], [-1.50284, 6.684289], [-1.502698, 6.730588], [-1.549012, 6.730728]]]",0,2019-01-28,104,sen12floods_s1_labels_0104_2019_01_28,104,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0104_2019_01_28
"[[[28.392923, -15.428461], [28.393232, -15.474737], [28.440949, -15.474431], [28.440629, -15.428157], [28.392923, -15.428461]]]",0,2019-01-28,72,sen12floods_s1_labels_0072_2019_01_28,72,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0072_2019_01_28
"[[[-1.549285, 6.638126], [-1.54942, 6.591825], [-1.503119, 6.591688], [-1.50298, 6.637988], [-1.549285, 6.638126]]]",0,2019-01-28,50,sen12floods_s1_labels_50_2019_01_28,50,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_50_2019_01_28
"[[[-1.641898, 6.638389], [-1.642025, 6.592086], [-1.595722, 6.591957], [-1.595591, 6.63826], [-1.641898, 6.638389]]]",0,2019-01-28,28,sen12floods_s1_labels_28_2019_01_28,28,sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_28_2019_01_28
